,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,last_name.1,first_name.1,middle_name.1,suffix.1,nickname.1,full_name.1,birthday.1,gender.1,type.1,state.1,district.1,senate_class.1,party.1,url.1,address.1,phone.1,contact_form.1,rss_url.1,twitter.1,facebook.1,youtube.1,youtube_id.1,bioguide_id.1,thomas_id.1,opensecrets_id.1,lis_id.1,fec_ids.1,cspan_id.1,govtrack_id.1,votesmart_id.1,ballotpedia_id.1,washington_post_id.1,icpsr_id.1,wikipedia_id.1
379,Stanton,Greg,,,,Greg Stanton,1970-03-08,M,rep,AZ,9.0,,Democrat,https://stanton.house.gov,207 Cannon House Office Building Washington DC 20515-0309,202-225-9888,,,RepGregStanton,,,,S001211,,N00041750,,H8AZ09040,,412753,72030.0,Greg Stanton,,21968.0,Greg Stanton,Stanton,Greg,,,,Greg Stanton,1970-03-08,M,rep,AZ,9.0,,Democrat,https://stanton.house.gov,207 Cannon House Office Building Washington DC 20515-0309,202-225-9888,,,RepGregStanton,,,,S001211,,N00041750,,H8AZ09040,,412753,72030.0,Greg Stanton,,21968.0,Greg Stanton
380,Harder,Josh,,,,Josh Harder,1986-08-01,M,rep,CA,10.0,,Democrat,https://harder.house.gov,209 Cannon House Office Building Washington DC 20515-0510,202-225-4540,,,RepJoshHarder,,,,H001090,,N00040853,,H8CA10126,,412754,179326.0,Josh Harder,,21930.0,Josh Harder,Harder,Josh,,,,Josh Harder,1986-08-01,M,rep,CA,10.0,,Democrat,https://harder.house.gov,209 Cannon House Office Building Washington DC 20515-0510,202-225-4540,,,RepJoshHarder,,,,H001090,,N00040853,,H8CA10126,,412754,179326.0,Josh Harder,,21930.0,Josh Harder
381,Porter,Katie,,,,Katie Porter,1974-01-03,F,rep,CA,45.0,,Democrat,https://porter.house.gov,1117 Longworth House Office Building Washington DC 20515-0545,202-225-5611,,,RepKatiePorter,,,,P000618,,N00040865,,H8CA45130,,412758,179393.0,Katie Porter,,21954.0,Katie Porter,Porter,Katie,,,,Katie Porter,1974-01-03,F,rep,CA,45.0,,Democrat,https://porter.house.gov,1117 Longworth House Office Building Washington DC 20515-0545,202-225-5611,,,RepKatiePorter,,,,P000618,,N00040865,,H8CA45130,,412758,179393.0,Katie Porter,,21954.0,Katie Porter
382,Levin,Mike,,,,Mike Levin,1978-10-28,M,rep,CA,49.0,,Democrat,https://mikelevin.house.gov,1030 Longworth House Office Building Washington DC 20515-0549,202-225-3906,,,RepMikeLevin,,,,L000593,,N00040667,,H8CA49058,,412760,179416.0,,,21939.0,Mike Levin,Levin,Mike,,,,Mike Levin,1978-10-28,M,rep,CA,49.0,,Democrat,https://mikelevin.house.gov,1030 Longworth House Office Building Washington DC 20515-0549,202-225-3906,,,RepMikeLevin,,,,L000593,,N00040667,,H8CA49058,,412760,179416.0,,,21939.0,Mike Levin
383,Neguse,Joe,,,,Joe Neguse,1984-05-13,M,rep,CO,2.0,,Democrat,https://neguse.house.gov,1419 Longworth House Office Building Washington DC 20515-0602,202-225-2161,,,RepJoeNeguse,,,,N000191,,N00041080,,H8CO02160,,412761,151075.0,Joe Neguse,,21948.0,Joe Neguse,Neguse,Joe,,,,Joe Neguse,1984-05-13,M,rep,CO,2.0,,Democrat,https://neguse.house.gov,1419 Longworth House Office Building Washington DC 20515-0602,202-225-2161,,,RepJoeNeguse,,,,N000191,,N00041080,,H8CO02160,,412761,151075.0,Joe Neguse,,21948.0,Joe Neguse
384,Crow,Jason,,,,Jason Crow,1979-03-15,M,rep,CO,6.0,,Democrat,https://crow.house.gov,1229 Longworth House Office Building Washington DC 20515-0606,202-225-7882,,,RepJasonCrow,,,,C001121,,N00040876,,H8CO06229,,412762,180218.0,Jason Crow,,21912.0,Jason Crow,Crow,Jason,,,,Jason Crow,1979-03-15,M,rep,CO,6.0,,Democrat,https://crow.house.gov,1229 Longworth House Office Building Washington DC 20515-0606,202-225-7882,,,RepJasonCrow,,,,C001121,,N00040876,,H8CO06229,,412762,180218.0,Jason Crow,,21912.0,Jason Crow
385,Hayes,Jahana,,,,Jahana Hayes,1973-03-08,F,rep,CT,5.0,,Democrat,https://hayes.house.gov,1415 Longworth House Office Building Washington DC 20515-0705,202-225-4476,,,RepJahanaHayes,,,,H001081,,N00043421,,H8CT05245,,412763,181744.0,Jahana Hayes,,21931.0,Jahana Hayes,Hayes,Jahana,,,,Jahana Hayes,1973-03-08,F,rep,CT,5.0,,Democrat,https://hayes.house.gov,1415 Longworth House Office Building Washington DC 20515-0705,202-225-4476,,,RepJahanaHayes,,,,H001081,,N00043421,,H8CT05245,,412763,181744.0,Jahana Hayes,,21931.0,Jahana Hayes
386,Waltz,Michael,,,,Michael Waltz,1974-01-31,M,rep,FL,6.0,,Republican,https://waltz.house.gov,213 Cannon House Office Building Washington DC 20515-0906,202-225-2706,,,RepWaltzPress,,,,W000823,,N00042403,,H8FL06148,,412764,182261.0,Michael Waltz,,21981.0,Michael Waltz,Waltz,Michael,,,,Michael Waltz,1974-01-31,M,rep,FL,6.0,,Republican,https://waltz.house.gov,213 Cannon House Office Building Washington DC 20515-0906,202-225-2706,,,RepWaltzPress,,,,W000823,,N00042403,,H8FL06148,,412764,182261.0,Michael Waltz,,21981.0,Michael Waltz
387,Steube,W.,Gregory,,,W. Gregory Steube,1978-05-19,M,rep,FL,17.0,,Republican,https://steube.house.gov,2457 Rayburn House Office Building Washington DC 20515-0917,202-225-5792,,,RepGregSteube,,,,S001214,,N00042808,,H8FL17053,,412766,117248.0,Greg Steube,,21971.0,Greg Steube,Steube,W.,Gregory,,,W. Gregory Steube,1978-05-19,M,rep,FL,17.0,,Republican,https://steube.house.gov,2457 Rayburn House Office Building Washington DC 20515-0917,202-225-5792,,,RepGregSteube,,,,S001214,,N00042808,,H8FL17053,,412766,117248.0,Greg Steube,,21971.0,Greg Steube
388,McBath,Lucy,,,,Lucy McBath,1960-06-01,F,rep,GA,6.0,,Democrat,https://mcbath.house.gov,1513 Longworth House Office Building Washington DC 20515-1006,202-225-4501,,,RepLucyMcBath,,,,M001208,,N00042813,,H8GA06393,,412769,178538.0,Lucy McBath,,21944.0,Lucy McBath,McBath,Lucy,,,,Lucy McBath,1960-06-01,F,rep,GA,6.0,,Democrat,https://mcbath.house.gov,1513 Longworth House Office Building Washington DC 20515-1006,202-225-4501,,,RepLucyMcBath,,,,M001208,,N00042813,,H8GA06393,,412769,178538.0,Lucy McBath,,21944.0,Lucy McBath
389,San Nicolas,Michael,F. Q.,,,Michael F. Q. San Nicolas,1981-01-30,M,rep,GU,0.0,,Democrat,https://sannicolas.house.gov,1632 Longworth House Office Building Washington DC 20515-5301,202-225-1188,,,GuamCongressman,CongressmanMichaelF.Q.SanNicolas,,UCVroMJWH3jsh4shPSlp24sw,S001204,,N00042619,,H8GU01020,,412770,,,,,Michael San Nicolas,San Nicolas,Michael,F. Q.,,,Michael F. Q. San Nicolas,1981-01-30,M,rep,GU,0.0,,Democrat,https://sannicolas.house.gov,1632 Longworth House Office Building Washington DC 20515-5301,202-225-1188,,,GuamCongressman,CongressmanMichaelF.Q.SanNicolas,,UCVroMJWH3jsh4shPSlp24sw,S001204,,N00042619,,H8GU01020,,412770,,,,,Michael San Nicolas
390,Axne,Cynthia,,,,Cynthia Axne,1965-04-20,F,rep,IA,3.0,,Democrat,https://axne.house.gov,1034 Longworth House Office Building Washington DC 20515-1503,202-225-5476,,,RepCindyAxne,,,,A000378,,N00041104,,H8IA03124,,412772,179226.0,Cindy Axne,,21902.0,Cindy Axne,Axne,Cynthia,,,,Cynthia Axne,1965-04-20,F,rep,IA,3.0,,Democrat,https://axne.house.gov,1034 Longworth House Office Building Washington DC 20515-1503,202-225-5476,,,RepCindyAxne,,,,A000378,,N00041104,,H8IA03124,,412772,179226.0,Cindy Axne,,21902.0,Cindy Axne
391,Fulcher,Russ,,,,Russ Fulcher,1973-07-19,M,rep,ID,1.0,,Republican,https://fulcher.house.gov,1520 Longworth House Office Building Washington DC 20515-1201,202-225-6611,,,RepRussFulcher,,,,F000469,,N00041335,,H8ID01124,,412773,33091.0,Russ Fulcher,,21920.0,Russ Fulcher,Fulcher,Russ,,,,Russ Fulcher,1973-07-19,M,rep,ID,1.0,,Republican,https://fulcher.house.gov,1520 Longworth House Office Building Washington DC 20515-1201,202-225-6611,,,RepRussFulcher,,,,F000469,,N00041335,,H8ID01124,,412773,33091.0,Russ Fulcher,,21920.0,Russ Fulcher
392,García,Jesús,G.,,Chuy,"Jesús G. ""Chuy"" García",1956-04-12,M,rep,IL,4.0,,Democrat,https://chuygarcia.house.gov,1519 Longworth House Office Building Washington DC 20515-1304,202-225-8203,,,RepChuyGarcia,,,,G000586,,N00042114,,H8IL04134,,412774,6261.0,Jesus Garcia,,21921.0,"Jesús ""Chuy"" García",García,Jesús,G.,,Chuy,"Jesús G. ""Chuy"" García",1956-04-12,M,rep,IL,4.0,,Democrat,https://chuygarcia.house.gov,1519 Longworth House Office Building Washington DC 20515-1304,202-225-8203,,,RepChuyGarcia,,,,G000586,,N00042114,,H8IL04134,,412774,6261.0,Jesus Garcia,,21921.0,"Jesús ""Chuy"" García"
393,Casten,Sean,,,,Sean Casten,1971-11-23,M,rep,IL,6.0,,Democrat,https://casten.house.gov,2440 Rayburn House Office Building Washington DC 20515-1306,202-225-4561,,,RepCasten,,,,C001117,,N00041338,,H8IL06139,,412775,176982.0,Sean Casten,,21906.0,Sean Casten,Casten,Sean,,,,Sean Casten,1971-11-23,M,rep,IL,6.0,,Democrat,https://casten.house.gov,2440 Rayburn House Office Building Washington DC 20515-1306,202-225-4561,,,RepCasten,,,,C001117,,N00041338,,H8IL06139,,412775,176982.0,Sean Casten,,21906.0,Sean Casten
394,Underwood,Lauren,,,,Lauren Underwood,1986-10-04,F,rep,IL,14.0,,Democrat,https://underwood.house.gov,1130 Longworth House Office Building Washington DC 20515-1314,202-225-2976,,,RepUnderwood,,,,U000040,,N00041569,,H8IL14174,,412776,177001.0,,,21979.0,Lauren Underwood,Underwood,Lauren,,,,Lauren Underwood,1986-10-04,F,rep,IL,14.0,,Democrat,https://underwood.house.gov,1130 Longworth House Office Building Washington DC 20515-1314,202-225-2976,,,RepUnderwood,,,,U000040,,N00041569,,H8IL14174,,412776,177001.0,,,21979.0,Lauren Underwood
395,Baird,James,R.,,,James R. Baird,1945-06-04,M,rep,IN,4.0,,Republican,https://baird.house.gov,1314 Longworth House Office Building Washington DC 20515-1404,202-225-5037,,,RepJimBaird,,,,B001307,,N00041954,,H8IN04199,,412777,86013.0,James Baird,,21903.0,Jim Baird (politician),Baird,James,R.,,,James R. Baird,1945-06-04,M,rep,IN,4.0,,Republican,https://baird.house.gov,1314 Longworth House Office Building Washington DC 20515-1404,202-225-5037,,,RepJimBaird,,,,B001307,,N00041954,,H8IN04199,,412777,86013.0,James Baird,,21903.0,Jim Baird (politician)
396,Pence,Greg,,,,Greg Pence,1956-11-14,M,rep,IN,6.0,,Republican,https://pence.house.gov,211 Cannon House Office Building Washington DC 20515-1406,202-225-3021,,,RepGregPence,,,,P000615,,N00041956,,H8IN06129,,412778,177876.0,Greg Pence,,21952.0,Greg Pence,Pence,Greg,,,,Greg Pence,1956-11-14,M,rep,IN,6.0,,Republican,https://pence.house.gov,211 Cannon House Office Building Washington DC 20515-1406,202-225-3021,,,RepGregPence,,,,P000615,,N00041956,,H8IN06129,,412778,177876.0,Greg Pence,,21952.0,Greg Pence
397,Davids,Sharice,,,,Sharice Davids,1980-05-22,F,rep,KS,3.0,,Democrat,https://davids.house.gov,1541 Longworth House Office Building Washington DC 20515-1603,202-225-2865,,,RepDavids,,,,D000629,,N00042626,,H8KS03155,,412780,181201.0,Sharice Davids,,21914.0,Sharice Davids,Davids,Sharice,,,,Sharice Davids,1980-05-22,F,rep,KS,3.0,,Democrat,https://davids.house.gov,1541 Longworth House Office Building Washington DC 20515-1603,202-225-2865,,,RepDavids,,,,D000629,,N00042626,,H8KS03155,,412780,181201.0,Sharice Davids,,21914.0,Sharice Davids
398,Trahan,Lori,,,,Lori Trahan,1973-10-27,F,rep,MA,3.0,,Democrat,https://trahan.house.gov,2439 Rayburn House Office Building Washington DC 20515-2103,202-225-3411,,,RepLoriTrahan,,,,T000482,,N00041808,,H8MA03106,,412781,182310.0,Lori Trahan,,21977.0,Lori Trahan,Trahan,Lori,,,,Lori Trahan,1973-10-27,F,rep,MA,3.0,,Democrat,https://trahan.house.gov,2439 Rayburn House Office Building Washington DC 20515-2103,202-225-3411,,,RepLoriTrahan,,,,T000482,,N00041808,,H8MA03106,,412781,182310.0,Lori Trahan,,21977.0,Lori Trahan
399,Pressley,Ayanna,,,,Ayanna Pressley,1974-02-03,F,rep,MA,7.0,,Democrat,https://pressley.house.gov,1108 Longworth House Office Building Washington DC 20515-2107,202-225-5111,,,RepPressley,,,,P000617,,N00042581,,H8MA07032,,412782,122700.0,Ayanna Pressley,,21955.0,Ayanna Pressley,Pressley,Ayanna,,,,Ayanna Pressley,1974-02-03,F,rep,MA,7.0,,Democrat,https://pressley.house.gov,1108 Longworth House Office Building Washington DC 20515-2107,202-225-5111,,,RepPressley,,,,P000617,,N00042581,,H8MA07032,,412782,122700.0,Ayanna Pressley,,21955.0,Ayanna Pressley
400,Trone,David,J.,,,David J. Trone,1955-09-21,M,rep,MD,6.0,,Democrat,https://trone.house.gov,1110 Longworth House Office Building Washington DC 20515-2006,202-225-2721,,,RepDavidTrone,,,,T000483,,N00039122,,H6MD08549,,412783,167336.0,David Trone,,21978.0,David Trone,Trone,David,J.,,,David J. Trone,1955-09-21,M,rep,MD,6.0,,Democrat,https://trone.house.gov,1110 Longworth House Office Building Washington DC 20515-2006,202-225-2721,,,RepDavidTrone,,,,T000483,,N00039122,,H6MD08549,,412783,167336.0,David Trone,,21978.0,David Trone
401,Slotkin,Elissa,,,,Elissa Slotkin,1976-07-10,F,rep,MI,8.0,,Democrat,https://slotkin.house.gov,1210 Longworth House Office Building Washington DC 20515-2208,202-225-4872,,,RepSlotkin,,,,S001208,,N00041357,,H8MI08102,,412784,181080.0,Elissa Slotkin,,21965.0,Elissa Slotkin,Slotkin,Elissa,,,,Elissa Slotkin,1976-07-10,F,rep,MI,8.0,,Democrat,https://slotkin.house.gov,1210 Longworth House Office Building Washington DC 20515-2208,202-225-4872,,,RepSlotkin,,,,S001208,,N00041357,,H8MI08102,,412784,181080.0,Elissa Slotkin,,21965.0,Elissa Slotkin
402,Levin,Andy,,,,Andy Levin,1960-08-01,M,rep,MI,9.0,,Democrat,https://andylevin.house.gov,312 Cannon House Office Building Washington DC 20515-2209,202-225-4961,,,RepAndyLevin,,,,L000592,,N00042149,,H8MI09118,,412785,66287.0,Andy Levin,,21940.0,Andy Levin,Levin,Andy,,,,Andy Levin,1960-08-01,M,rep,MI,9.0,,Democrat,https://andylevin.house.gov,312 Cannon House Office Building Washington DC 20515-2209,202-225-4961,,,RepAndyLevin,,,,L000592,,N00042149,,H8MI09118,,412785,66287.0,Andy Levin,,21940.0,Andy Levin
403,Stevens,Haley,M.,,,Haley M. Stevens,1983-06-24,F,rep,MI,11.0,,Democrat,https://stevens.house.gov,1510 Longworth House Office Building Washington DC 20515-2211,202-225-8171,,,RepHaleyStevens,,,,S001215,,N00040915,,H8MI11254,,412786,181092.0,Haley Stevens,,21972.0,Haley Stevens,Stevens,Haley,M.,,,Haley M. Stevens,1983-06-24,F,rep,MI,11.0,,Democrat,https://stevens.house.gov,1510 Longworth House Office Building Washington DC 20515-2211,202-225-8171,,,RepHaleyStevens,,,,S001215,,N00040915,,H8MI11254,,412786,181092.0,Haley Stevens,,21972.0,Haley Stevens
404,Tlaib,Rashida,,,,Rashida Tlaib,1976-07-24,F,rep,MI,13.0,,Democrat,https://tlaib.house.gov,1628 Longworth House Office Building Washington DC 20515-2213,202-225-5126,,,RepRashida,,,,T000481,,N00042649,,H8MI13250,,412787,105368.0,Rashida Tlaib,,21975.0,Rashida Tlaib,Tlaib,Rashida,,,,Rashida Tlaib,1976-07-24,F,rep,MI,13.0,,Democrat,https://tlaib.house.gov,1628 Longworth House Office Building Washington DC 20515-2213,202-225-5126,,,RepRashida,,,,T000481,,N00042649,,H8MI13250,,412787,105368.0,Rashida Tlaib,,21975.0,Rashida Tlaib
405,Craig,Angie,,,,Angie Craig,1972-02-14,F,rep,MN,2.0,,Democrat,https://craig.house.gov,2442 Rayburn House Office Building Washington DC 20515-2302,202-225-2271,,,RepAngieCraig,,,,C001119,,N00037039,,H6MN02131,,412789,166261.0,Angie Craig,,21910.0,Angie Craig,Craig,Angie,,,,Angie Craig,1972-02-14,F,rep,MN,2.0,,Democrat,https://craig.house.gov,2442 Rayburn House Office Building Washington DC 20515-2302,202-225-2271,,,RepAngieCraig,,,,C001119,,N00037039,,H6MN02131,,412789,166261.0,Angie Craig,,21910.0,Angie Craig
406,Phillips,Dean,,,,Dean Phillips,1969-01-20,M,rep,MN,3.0,,Democrat,https://phillips.house.gov,2452 Rayburn House Office Building Washington DC 20515-2303,202-225-2871,,,RepDeanPhillips,,,,P000616,,N00041134,,H8MN03143,,412790,181357.0,Dean Phillips,,21953.0,Dean Phillips,Phillips,Dean,,,,Dean Phillips,1969-01-20,M,rep,MN,3.0,,Democrat,https://phillips.house.gov,2452 Rayburn House Office Building Washington DC 20515-2303,202-225-2871,,,RepDeanPhillips,,,,P000616,,N00041134,,H8MN03143,,412790,181357.0,Dean Phillips,,21953.0,Dean Phillips
407,Omar,Ilhan,,,,Ilhan Omar,1981-10-04,F,rep,MN,5.0,,Democrat,https://omar.house.gov,1730 Longworth House Office Building Washington DC 20515-2305,202-225-4755,,,Ilhan,,,,O000173,,N00043581,,H8MN05239,,412791,171628.0,Ilhan Omar,,21950.0,Ilhan Omar,Omar,Ilhan,,,,Ilhan Omar,1981-10-04,F,rep,MN,5.0,,Democrat,https://omar.house.gov,1730 Longworth House Office Building Washington DC 20515-2305,202-225-4755,,,Ilhan,,,,O000173,,N00043581,,H8MN05239,,412791,171628.0,Ilhan Omar,,21950.0,Ilhan Omar
408,Stauber,Pete,,,,Pete Stauber,1966-05-10,M,rep,MN,8.0,,Republican,https://stauber.house.gov,461 Cannon House Office Building Washington DC 20515-2308,202-225-6211,,,RepPeteStauber,,,,S001212,,N00041511,,H8MN08043,,412792,159954.0,Pete Stauber,,21969.0,Pete Stauber,Stauber,Pete,,,,Pete Stauber,1966-05-10,M,rep,MN,8.0,,Republican,https://stauber.house.gov,461 Cannon House Office Building Washington DC 20515-2308,202-225-6211,,,RepPeteStauber,,,,S001212,,N00041511,,H8MN08043,,412792,159954.0,Pete Stauber,,21969.0,Pete Stauber
409,Guest,Michael,,,,Michael Guest,1970-02-04,M,rep,MS,3.0,,Republican,https://guest.house.gov,418 Cannon House Office Building Washington DC 20515-2403,202-225-5031,,,RepMichaelGuest,,,,G000591,,N00042458,,H8MS03125,,412793,,Michael Guest,,21927.0,Michael Guest (politician),Guest,Michael,,,,Michael Guest,1970-02-04,M,rep,MS,3.0,,Republican,https://guest.house.gov,418 Cannon House Office Building Washington DC 20515-2403,202-225-5031,,,RepMichaelGuest,,,,G000591,,N00042458,,H8MS03125,,412793,,Michael Guest,,21927.0,Michael Guest (politician)
410,Armstrong,Kelly,,,,Kelly Armstrong,1976-10-08,M,rep,ND,0.0,,Republican,https://armstrong.house.gov,1740 Longworth House Office Building Washington DC 20515-3400,202-225-2611,,,RepArmstrongND,,,,A000377,,N00042868,,H8ND00096,,412794,139338.0,Kelly Armstrong,,21901.0,Kelly Armstrong,Armstrong,Kelly,,,,Kelly Armstrong,1976-10-08,M,rep,ND,0.0,,Republican,https://armstrong.house.gov,1740 Longworth House Office Building Washington DC 20515-3400,202-225-2611,,,RepArmstrongND,,,,A000377,,N00042868,,H8ND00096,,412794,139338.0,Kelly Armstrong,,21901.0,Kelly Armstrong
411,Pappas,Chris,,,,Chris Pappas,1980-06-04,M,rep,NH,1.0,,Democrat,https://pappas.house.gov,319 Cannon House Office Building Washington DC 20515-2901,202-225-5456,,,RepChrisPappas,,,,P000614,,N00042161,,H8NH01210,,412795,42635.0,Chris Pappas,,21951.0,Chris Pappas (politician),Pappas,Chris,,,,Chris Pappas,1980-06-04,M,rep,NH,1.0,,Democrat,https://pappas.house.gov,319 Cannon House Office Building Washington DC 20515-2901,202-225-5456,,,RepChrisPappas,,,,P000614,,N00042161,,H8NH01210,,412795,42635.0,Chris Pappas,,21951.0,Chris Pappas (politician)
412,Van Drew,Jefferson,,,,Jefferson Van Drew,1953-02-23,M,rep,NJ,2.0,,Republican,https://vandrew.house.gov,2447 Rayburn House Office Building Washington DC 20515-3002,202-225-6572,,,Congressman_JVD,,,,V000133,,N00042164,,H8NJ02166,,412796,24685.0,Jeff Van Drew,,21980.0,Jeff Van Drew,Van Drew,Jefferson,,,,Jefferson Van Drew,1953-02-23,M,rep,NJ,2.0,,Republican,https://vandrew.house.gov,2447 Rayburn House Office Building Washington DC 20515-3002,202-225-6572,,,Congressman_JVD,,,,V000133,,N00042164,,H8NJ02166,,412796,24685.0,Jeff Van Drew,,21980.0,Jeff Van Drew
413,Kim,Andy,,,,Andy Kim,1982-07-12,M,rep,NJ,3.0,,Democrat,https://kim.house.gov,2444 Rayburn House Office Building Washington DC 20515-3003,202-225-4765,,,RepAndyKimNJ,,,,K000394,,N00041370,,H8NJ03206,,412797,179640.0,Andrew Kim (New Jersey),,21937.0,Andy Kim (politician),Kim,Andy,,,,Andy Kim,1982-07-12,M,rep,NJ,3.0,,Democrat,https://kim.house.gov,2444 Rayburn House Office Building Washington DC 20515-3003,202-225-4765,,,RepAndyKimNJ,,,,K000394,,N00041370,,H8NJ03206,,412797,179640.0,Andrew Kim (New Jersey),,21937.0,Andy Kim (politician)
414,Malinowski,Tom,,,,Tom Malinowski,1965-09-23,M,rep,NJ,7.0,,Democrat,https://malinowski.house.gov,1318 Longworth House Office Building Washington DC 20515-3007,202-225-5361,,,RepMalinowski,,,,M001203,,N00041843,,H8NJ07223,,412798,179645.0,Tom Malinowski,,21942.0,Tom Malinowski,Malinowski,Tom,,,,Tom Malinowski,1965-09-23,M,rep,NJ,7.0,,Democrat,https://malinowski.house.gov,1318 Longworth House Office Building Washington DC 20515-3007,202-225-5361,,,RepMalinowski,,,,M001203,,N00041843,,H8NJ07223,,412798,179645.0,Tom Malinowski,,21942.0,Tom Malinowski
415,Sherrill,Mikie,,,,Mikie Sherrill,1972-01-19,F,rep,NJ,11.0,,Democrat,https://sherrill.house.gov,1414 Longworth House Office Building Washington DC 20515-3011,202-225-5034,,,RepSherrill,,,,S001207,,N00041154,,H8NJ11142,,412799,179651.0,Mikie Sherrill,,21964.0,Mikie Sherrill,Sherrill,Mikie,,,,Mikie Sherrill,1972-01-19,F,rep,NJ,11.0,,Democrat,https://sherrill.house.gov,1414 Longworth House Office Building Washington DC 20515-3011,202-225-5034,,,RepSherrill,,,,S001207,,N00041154,,H8NJ11142,,412799,179651.0,Mikie Sherrill,,21964.0,Mikie Sherrill
416,Lee,Susie,,,,Susie Lee,1966-11-07,F,rep,NV,3.0,,Democrat,https://susielee.house.gov,365 Cannon House Office Building Washington DC 20515-2803,202-225-3252,,,RepSusieLee,,,,L000590,,N00037247,,H6NV04020,,412802,169344.0,Susie Lee,,21938.0,Susie Lee,Lee,Susie,,,,Susie Lee,1966-11-07,F,rep,NV,3.0,,Democrat,https://susielee.house.gov,365 Cannon House Office Building Washington DC 20515-2803,202-225-3252,,,RepSusieLee,,,,L000590,,N00037247,,H6NV04020,,412802,169344.0,Susie Lee,,21938.0,Susie Lee
417,Ocasio-Cortez,Alexandria,,,,Alexandria Ocasio-Cortez,1989-10-13,F,rep,NY,14.0,,Democrat,https://ocasio-cortez.house.gov,216 Cannon House Office Building Washington DC 20515-3214,202-225-3965,,,RepAOC,,,,O000172,,N00041162,,H8NY15148,,412804,180416.0,Alexandria Ocasio-Cortez,,21949.0,Alexandria Ocasio-Cortez,Ocasio-Cortez,Alexandria,,,,Alexandria Ocasio-Cortez,1989-10-13,F,rep,NY,14.0,,Democrat,https://ocasio-cortez.house.gov,216 Cannon House Office Building Washington DC 20515-3214,202-225-3965,,,RepAOC,,,,O000172,,N00041162,,H8NY15148,,412804,180416.0,Alexandria Ocasio-Cortez,,21949.0,Alexandria Ocasio-Cortez
418,Gonzalez,Anthony,,,,Anthony Gonzalez,1984-09-19,M,rep,OH,16.0,,Republican,https://anthonygonzalez.house.gov,2458 Rayburn House Office Building Washington DC 20515-3516,202-225-3876,,,RepAGonzalez,,,,G000588,,N00041690,,H8OH16124,,412807,178867.0,Anthony Gonzalez,,21924.0,Anthony Gonzalez,Gonzalez,Anthony,,,,Anthony Gonzalez,1984-09-19,M,rep,OH,16.0,,Republican,https://anthonygonzalez.house.gov,2458 Rayburn House Office Building Washington DC 20515-3516,202-225-3876,,,RepAGonzalez,,,,G000588,,N00041690,,H8OH16124,,412807,178867.0,Anthony Gonzalez,,21924.0,Anthony Gonzalez
419,Dean,Madeleine,,,,Madeleine Dean,1959-06-06,F,rep,PA,4.0,,Democrat,https://dean.house.gov,120 Cannon House Office Building Washington DC 20515-3804,202-225-4731,,,RepDean,,,,D000631,,N00042894,,H8PA04116,,412809,136484.0,Madeleine Dean,,21915.0,Madeleine Dean,Dean,Madeleine,,,,Madeleine Dean,1959-06-06,F,rep,PA,4.0,,Democrat,https://dean.house.gov,120 Cannon House Office Building Washington DC 20515-3804,202-225-4731,,,RepDean,,,,D000631,,N00042894,,H8PA04116,,412809,136484.0,Madeleine Dean,,21915.0,Madeleine Dean
420,Houlahan,Chrissy,,,,Chrissy Houlahan,1967-06-05,F,rep,PA,6.0,,Democrat,https://houlahan.house.gov,1218 Longworth House Office Building Washington DC 20515-3806,202-225-4315,,,RepHoulahan,,,,H001085,,N00040949,,H8PA06087,,412810,178893.0,Chrissy Houlahan,,21934.0,Chrissy Houlahan,Houlahan,Chrissy,,,,Chrissy Houlahan,1967-06-05,F,rep,PA,6.0,,Democrat,https://houlahan.house.gov,1218 Longworth House Office Building Washington DC 20515-3806,202-225-4315,,,RepHoulahan,,,,H001085,,N00040949,,H8PA06087,,412810,178893.0,Chrissy Houlahan,,21934.0,Chrissy Houlahan
421,Meuser,Daniel,,,,Daniel Meuser,1964-02-10,M,rep,PA,9.0,,Republican,https://meuser.house.gov,414 Cannon House Office Building Washington DC 20515-3809,202-225-6511,,,RepMeuser,,,,M001204,,N00029416,,H8PA10147,,412811,102438.0,Dan Meuser,,21945.0,Dan Meuser,Meuser,Daniel,,,,Daniel Meuser,1964-02-10,M,rep,PA,9.0,,Republican,https://meuser.house.gov,414 Cannon House Office Building Washington DC 20515-3809,202-225-6511,,,RepMeuser,,,,M001204,,N00029416,,H8PA10147,,412811,102438.0,Dan Meuser,,21945.0,Dan Meuser
422,Joyce,John,,,,John Joyce,1957-02-08,M,rep,PA,13.0,,Republican,https://johnjoyce.house.gov,1221 Longworth House Office Building Washington DC 20515-3813,202-225-2431,,,RepJohnJoyce,,,,J000302,,N00043242,,H8PA13125,,412812,178911.0,John Joyce (Pennsylvania),,21936.0,John Joyce (American politician),Joyce,John,,,,John Joyce,1957-02-08,M,rep,PA,13.0,,Republican,https://johnjoyce.house.gov,1221 Longworth House Office Building Washington DC 20515-3813,202-225-2431,,,RepJohnJoyce,,,,J000302,,N00043242,,H8PA13125,,412812,178911.0,John Joyce (Pennsylvania),,21936.0,John Joyce (American politician)
